ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;Type
NC_067954_1136;N196;;;;ptMAG_rbcL_197;Chlorophyceae;
NC_057645_1127;N171;;;;ptMAG_rbcL_127;Chlorophyceae;
NC_025313_1118;N372;;;;MF278343.1;Chlorophyceae;
LC537471_1090;N351;;;;U80809.1;Chlorophyceae;
NC_053621_1126;N356;;;;ptMAG_rbcL_214;Chlorophyceae;
MW845779_1114;N315;;;;OL310463.1;Chlorophyceae;
HQ656823.1_894;N285;;;;ptMAG_rbcL_232;Chlorophyceae;
ptMAG_rbcL_27_90;N288;;;;ptMAG_rbcL_153;Chlorophyceae;
KC509520_1082;N292;;;;ptMAG_rbcL_142;Chlorophyceae;
AB430672.1_983;N295;;;;KT625418;Chlorophyceae;
MF092971.1_577;N224;;;;EF113419.1;Chlorophyceae;
KU851892.1_688;N227;;;;EF113450.1;Chlorophyceae;
HQ912492.1_918;N256;;;;MG778185;Chlorophyceae;
KJ577879.1_810;N237;;;;AB360756.1;Chlorophyceae;
MF092965.1_578;N2313;;;;AB010244.1;Chlorophyceae;
AB430684.1_975;N2304;;;;AB010243.1;Chlorophyceae;
MF092946.1_579;N2283;;;;AB542927.1;Chlorophyceae;
MF092979.1_576;N1240;;;;AB010242.1;Chlorophyceae;
JN975264.1_371;N1250;;;;MN709220;Chlorophyceae;
JX413560.1_883;N1793;;;;AF089834.1;Chlorophyceae;
KU851891.1_689;N1798;;;;DQ313221.1;Chlorophyceae;
MF092916.1_580;N1676;;;;NC_016732;Chlorophyceae;
MF092911.1_582;N1699;;;;AB451191.1;Chlorophyceae;
MF092914.1_581;N1688;;;;AB477057.1;Chlorophyceae;
MF092897.1_583;N1406;;;;AB010224.1;Chlorophyceae;
MN276191_1103;N1392;;;;AB451193.1;Chlorophyceae;
AB430683.1_976;N1430;;;;KT625343.1;Chlorophyceae;
KU851880.1_603;N1502;;;;LC066363.1;Chlorophyceae;
MZ063791.1_438;N1445;;;;AB360758.1;Chlorophyceae;
KU851888.1_602;N1615;;;;JQ259911.1;Chlorophyceae;
OL457301.1_433;N1512;;;;EF113411.1;Chlorophyceae;
ptMAG_rbcL_32_95;N2785;;;;ptMAG_rbcL_183;Chlorophyceae;
HQ912457.1_931;N2767;;;;EF113426.1;Chlorophyceae;
ptMAG_rbcL_7_70;N2732;;;;OK626421.1;Chlorophyceae;
OQ694381_1152;N519;;;;OK626436.1;Chlorophyceae;
KJ577910.1_803;N552;;;;JN880465.1;Chlorophyceae;
ptMAG_rbcL_20_83;N531;;;;EF113465.1;Chlorophyceae;
ptMAG_rbcL_35_98;N870;;;;MK257143.1;Chlorophyceae;
HQ912448.1_933;N848;;;;KJ635640.1;Chlorophyceae;
AB430682.1_977;N844;;;;OP448669;Chlorophyceae;
MW324625.1_452;N837;;;;MK257142.1;Chlorophyceae;
MW324621.1_453;N803;;;;NC_042182;Chlorophyceae;
AB430692.1_968;N815;;;;KJ635641.1;Chlorophyceae;
JX401261.1_867;N795;;;;OQ718512.1;Chlorophyceae;
JX401260.1_868;N738;;;;KJ635638.1;Chlorophyceae;
AB430678.1_979;N2916;;;;KY710894.1;Trebouxiophyceae;
JN975261.1_372;N2911;;;;KY710883.1;Trebouxiophyceae;
MH040265.1_549;N2902;;;;ptMAG_rbcL_227;Trebouxiophyceae;
KF701608.1_826;N5;;;;ptMAG_rbcL_222;Trebouxiophyceae;
AB430677.1_980;N18;;;;ptMAG_rbcL_217;Trebouxiophyceae;
HQ912498.1_915;N29;;;;ptMAG_rbcL_228;Trebouxiophyceae;
JX401258.1_870;N60;;;;ptMAG_rbcL_140;Trebouxiophyceae;
JX401259.1_869;N117;;;;EF113405.1;Trebouxiophyceae;
MG684323.1_616;N76;;;;ptMAG_rbcL_194;Trebouxiophyceae;
LC753170.1_300;N166;;;;MW172431.1;Trebouxiophyceae;
LC753169.1_301;N157;;;;KJ742376;Trebouxiophyceae;
JX401255.1_871;N197;;;;KP271969;Trebouxiophyceae;
AY257111.1_712;N193;;;;MT920676;Trebouxiophyceae;
MG755795_1094;N172;;;;MH983006;Trebouxiophyceae;
HQ912525.1_903;N353;;;;MK295209.1;Trebouxiophyceae;
MG684331.1_615;N368;;;;MN649872;Trebouxiophyceae;
MG684339.1_612;N357;;;;NC_071969;Trebouxiophyceae;
MK454983.1_510;N317;;;;KF554427;Trebouxiophyceae;
MG684343.1_610;N297;;;;ptMAG_rbcL_166;Trebouxiophyceae;
JX401253.1_872;N228;;;;ptMAG_rbcL_174;Trebouxiophyceae;
MG684341.1_611;N231;;;;EF113445.1;Trebouxiophyceae;
MG684350.1_607;N258;;;;ptMAG_rbcL_201;Trebouxiophyceae;
MG684337.1_613;N238;;;;ptMAG_rbcL_156;Trebouxiophyceae;
MG684336.1_614;N243;;;;AY543047.1;Trebouxiophyceae;
MG684321.1_617;N2314;;;;KF693822.1;Trebouxiophyceae;
AB430691.1_969;N2317;;;;KC631634;Trebouxiophyceae;
OK637333_1143;N2306;;;;FJ968741;Trebouxiophyceae;
NC_060857_1130;N1794;;;;EF113433.1;Trebouxiophyceae;
HQ912485.1_921;N1799;;;;KM462885;Trebouxiophyceae;
OQ694380_1151;N1802;;;;MK257138.1;Trebouxiophyceae;
KM999082.1_687;N1700;;;;ptMAG_rbcL_154;Trebouxiophyceae;
OQ694379_1150;N1696;;;;NC_025549;Trebouxiophyceae;
GroupDREPX771_Annotated_Unfinished_-_rbcL_gene_39;N1689;;;;OK569791;Trebouxiophyceae;
HQ912499.1_914;N1438;;;;EF113444.1;Trebouxiophyceae;
AB430687.1_972;N1431;;;;MW077579.1;Trebouxiophyceae;
HQ912475.1_923;N1504;;;;ptMAG_rbcL_141;Trebouxiophyceae;
AB430690.1_970;N1446;;;;KF693825.1;Trebouxiophyceae;
MG684349.1_608;N1453;;;;OK626429.1;Trebouxiophyceae;
FJ002156.1_993;N1616;;;;OQ942923;Trebouxiophyceae;
MG684348.1_609;N1629;;;;LC769883.1;Trebouxiophyceae;
KR048217.1_785;N1586;;;;ptMAG_rbcL_135;Trebouxiophyceae;
HM627327.1_734;N1513;;;;ptMAG_rbcL_143;Trebouxiophyceae;
KJ577905.1_806;N2768;;;;ptMAG_rbcL_170;Trebouxiophyceae;
HM627328.1_944;N2775;;;;KM462886;Trebouxiophyceae;
MW324603.1_455;N2756;;;;ptMAG_rbcL_190;Trebouxiophyceae;
HQ912493.1_917;N2733;;;;ptMAG_rbcL_200;Trebouxiophyceae;
AB430681.1_978;N554;;;;OK030949.1;Trebouxiophyceae;
HQ912537.1_899;N543;;;;NC_034712;Trebouxiophyceae;
MN473946.1_483;N532;;;;EF113434.1;Trebouxiophyceae;
JX401248.1_873;N871;;;;NC_065389;Trebouxiophyceae;
KR048214.1_787;N838;;;;NC_028578;Trebouxiophyceae;
MN473936.1_484;N804;;;;EF113480.1;Trebouxiophyceae;
NC_038004_1124;N792;;;;KT625414;Trebouxiophyceae;
DQ514763.1_1039;N739;;;;NC_028581;Trebouxiophyceae;
KR048216.1_786;N2917;;;;OR858607;Trebouxiophyceae;
KF701604.1_828;N2908;;;;AM260447.1;Trebouxiophyceae;
AB430675.1_981;N2903;;;;AF189068.1;Trebouxiophyceae;
MG755792_1091;N2;;;;NC_009681;Trebouxiophyceae;
OK505011_1142;N1;;;;KF693821.1;Trebouxiophyceae;
NC_065388_1133;N20;;;;KR154344.1;Trebouxiophyceae;
NC_061047_1131;N31;;;;NC_025524;Trebouxiophyceae;
MT742551_1109;N62;;;;EF113435.1;Trebouxiophyceae;
ptMAG_rbcL_3_66;N123;;;;OR493440.1;Trebouxiophyceae;
FJ002132.1_997;N118;;;;KM821265;Trebouxiophyceae;
OR455891.1_318;N108;;;;JN573844.1;Trebouxiophyceae;
NC_014287_1116;N77;;;;NC_025525;Trebouxiophyceae;
KR048205.1_667;N158;;;;NC_045839;Trebouxiophyceae;
MH794250.1_536;N161;;;;KY283842.1;Trebouxiophyceae;
MW307289.1_434;N184;;;;KY283840.1;Trebouxiophyceae;
MH794249.1_537;N173;;;;NC_025541;Trebouxiophyceae;
OP191773.1_396;N358;;;;KY710899.1;Trebouxiophyceae;
MT383638_1105;N363;;;;KY710898.1;Trebouxiophyceae;
HQ912474.1_924;N305;;;;EF113459.1;Trebouxiophyceae;
MW324581.1_458;N298;;;;KY283834.1;Trebouxiophyceae;
OK505007_1140;N232;;;;KY710901.1;Trebouxiophyceae;
MW853965_1115;N270;;;;MN334214.1;Trebouxiophyceae;
KR709240_1088;N259;;;;MN334215.1;Trebouxiophyceae;
MW722940_1113;N239;;;;KY710867.1;Trebouxiophyceae;
ptMAG_rbcL_11_74;N251;;;;MF100792.1;Trebouxiophyceae;
ptMAG_rbcL_16_79;N244;;;;MF100789.1;Trebouxiophyceae;
MK217824_1102;N2307;;;;KY710875.1;Trebouxiophyceae;
ptMAG_rbcL_34_97;N1691;;;;KY283839.1;Trebouxiophyceae;
NC_061049_1132;N1439;;;;MG674844.1;Trebouxiophyceae;
ptMAG_rbcL_28_91;N1432;;;;KY283844.1;Trebouxiophyceae;
MT383642_1107;N1435;;;;KY710871.1;Trebouxiophyceae;
OK505009_1141;N1505;;;;OQ208933.1;Trebouxiophyceae;
KC509522_1084;N1508;;;;KY710900.1;Trebouxiophyceae;
KX981832.1_660;N1447;;;;KY283837.1;Trebouxiophyceae;
KX981831.1_661;N1450;;;;KY710870.1;Trebouxiophyceae;
HQ912390.1_696;N1454;;;;KY710869.1;Trebouxiophyceae;
LC746289.1_340;N1463;;;;KY710864.1;Trebouxiophyceae;
KX981815.1_664;N1618;;;;KY710868.1;Trebouxiophyceae;
FJ002142.1_995;N1659;;;;MF100790.1;Trebouxiophyceae;
MT432487.1_473;N1630;;;;KY710878.1;Trebouxiophyceae;
FJ002139.1_991;N1587;;;;KY710861.1;Trebouxiophyceae;
MT432485.1_474;N1598;;;;MF100788.1;Trebouxiophyceae;
KX981816.1_663;N1559;;;;KY710866.1;Trebouxiophyceae;
KX981814.1_665;N1514;;;;MG674840.1;Trebouxiophyceae;
LC726300.1_333;N2769;;;;MG674841.1;Trebouxiophyceae;
LC726298.1_334;N2776;;;;KY710893.1;Trebouxiophyceae;
MW324580.1_459;N2779;;;;KY710858.1;Trebouxiophyceae;
OM686885.1_400;N2764;;;;KY710863.1;Trebouxiophyceae;
MT432474.1_475;N2757;;;;MF100791.1;Trebouxiophyceae;
PP374894.1_297;N2753;;;;KM462869;Trebouxiophyceae;
KC309545.1_370;N2734;;;;KM462882;Trebouxiophyceae;
FJ002151.1_994;N540;;;;MW269655.1;Trebouxiophyceae;
KC309546.1_369;N533;;;;KM462876;Trebouxiophyceae;
MH064054.1_600;N873;;;;ptMAG_rbcL_177;Trebouxiophyceae;
OP297418.1_354;N839;;;;NC_025535;Trebouxiophyceae;
KC309548.1_368;N781;;;;KM462865;Trebouxiophyceae;
KT943615.1_683;N740;;;;ptMAG_rbcL_173;Trebouxiophyceae;
HQ912458.1_930;N2904;;;;ptMAG_rbcL_186;Trebouxiophyceae;
MH064058.1_598;N64;;;;NC_025529;Trebouxiophyceae;
KJ463464.1_845;N120;;;;MW077578.1;Trebouxiophyceae;
KJ463466.1_843;N114;;;;OP791907.1;Trebouxiophyceae;
MH064057.1_599;N109;;;;ptMAG_rbcL_164;Trebouxiophyceae;
ptMAG_rbcL_25_88;N78;;;;EF589151.1;Trebouxiophyceae;
KF733443_1086;N87;;;;KM462868;Trebouxiophyceae;
MH064059.1_597;N162;;;;MW077588.1;Trebouxiophyceae;
MH064060.1_596;N190;;;;HM754409.1;Trebouxiophyceae;
HQ912462.1_927;N185;;;;JN573830.1;Trebouxiophyceae;
OL415008_1145;N174;;;;JN573852.1;Trebouxiophyceae;
KC309554.1_364;N177;;;;JN573835.1;Trebouxiophyceae;
MH064128.1_588;N359;;;;ON805847.1;Trebouxiophyceae;
NC_044491_1125;N364;;;;KM462864;Trebouxiophyceae;
NC_067581_1134;N306;;;;EF203012.1;Trebouxiophyceae;
MH064143.1_585;N299;;;;KM462862;Trebouxiophyceae;
OL415007_1144;N261;;;;LN877817.1;Trebouxiophyceae;
MK454981.1_511;N253;;;;MF347442.1;Trebouxiophyceae;
AY571748.1_706;N245;;;;LN877813.1;Trebouxiophyceae;
MH356727_1100;N248;;;;EF203011.1;Trebouxiophyceae;
OR355400.1_313;N2308;;;;AF189066.1;Trebouxiophyceae;
LC648449.1_435;N1692;;;;AF189067.1;Trebouxiophyceae;
EF143281.1_760;N1460;;;;AY694206.1;Trebouxiophyceae;
MH064092.1_593;N1455;;;;KX108858.1;Trebouxiophyceae;
KC736613.1_884;N1464;;;;HQ174310.1;Trebouxiophyceae;
EF143280.1_761;N1471;;;;KF693818.1;Trebouxiophyceae;
LC648444.1_436;N1619;;;;EF113467.1;Trebouxiophyceae;
EF143305.1_758;N1631;;;;KM462874;Trebouxiophyceae;
KC954572.1_858;N1640;;;;NC_025542;Trebouxiophyceae;
MW924350.1_423;N1588;;;;ptMAG_rbcL_168;Trebouxiophyceae;
MW924349.1_424;N1593;;;;KM462883;Trebouxiophyceae;
HQ912460.1_929;N1608;;;;KM438414.1;Trebouxiophyceae;
MW924345.1_425;N1599;;;;JX018187.1;Trebouxiophyceae;
EF143289.1_759;N1561;;;;MF278346.1;Trebouxiophyceae;
PP374891.1_298;N1550;;;;OQ208932.1;Trebouxiophyceae;
OP548121.1_323;N1515;;;;MN334216.1;Trebouxiophyceae;
MZ669214.1_403;N2771;;;;JX018186.1;Trebouxiophyceae;
MZ571559.1_405;N2781;;;;KY710857.1;Trebouxiophyceae;
KU179118.1_681;N2758;;;;KY283835.1;Trebouxiophyceae;
HQ912444.1_936;N2735;;;;AP017927;Trebouxiophyceae;
HQ912468.1_926;N2740;;;;NC_084269;Trebouxiophyceae;
ptMAG_rbcL_15_78;N534;;;;AF212144.1;Trebouxiophyceae;
JN418652.1_691;N782;;;;LK022434.1;Trebouxiophyceae;
MT951629.1_476;N785;;;;KU059765;Trebouxiophyceae;
MW324582.1_457;N766;;;;KY819063;Trebouxiophyceae;
KX981819.1_662;N741;;;;LN810504;Trebouxiophyceae;
PP374922.1_296;N110;;;;NC_013359;Trebouxiophyceae;
MH064077.1_594;N79;;;;NC_039524;Trebouxiophyceae;
MW324597.1_456;N82;;;;KY819066;Trebouxiophyceae;
OQ660300.1_329;N88;;;;KX808497;Trebouxiophyceae;
HQ912461.1_928;N93;;;;LK022433.1;Trebouxiophyceae;
OM686882.1_401;N187;;;;MH591108;Trebouxiophyceae;
OP297433.1_351;N178;;;;KU646490;Streptophyta;
KM078662.1_777;N301;;;;AF494278;Streptophyta;
HQ912446.1_934;N262;;;;KU646493;Streptophyta;
KX981811.1_666;N1457;;;;NC_002186;Streptophyta;
KM078667.1_813;N1465;;;;NC_008822;Streptophyta;
OR355398.1_314;N1472;;;;ptMAG_rbcL_185;Streptophyta;
KY863485.1_627;N1479;;;;ptMAG_rbcL_132;Streptophyta;
OR355394.1_315;N1625;;;;NC_024169;Streptophyta;
KU951589.1_633;N1620;;;;NC_024167;Streptophyta;
MG027498.1_563;N1633;;;;ptMAG_rbcL_159;Streptophyta;
KP229547.1_801;N1654;;;;HQ613263.1;Streptophyta;
KJ463473.1_840;N1641;;;;KM197120.1;Streptophyta;
KP229546.1_802;N1589;;;;ptMAG_rbcL_193;Streptophyta;
HQ912403.1_694;N1594;;;;ptMAG_rbcL_138;Streptophyta;
KX120552.1_674;N1609;;;;ptMAG_rbcL_139;Streptophyta;
KJ463462.1_846;N1600;;;;KJ461681;Streptophyta;
KC736590.1_885;N1562;;;;ptMAG_rbcL_122;Streptophyta;
MK045450_1101;N1551;;;;ptMAG_rbcL_123;Streptophyta;
KJ463472.1_841;N1537;;;;AY958085;Streptophyta;
FJ002140.1_996;N1516;;;;ptMAG_rbcL_124;Streptophyta;
NC_038001_1121;N2760;;;;MT896722;Streptophyta;
FJ002099.1_992;N2737;;;;ptMAG_rbcL_187;Streptophyta;
KX120642.1_668;N2741;;;;ptMAG_rbcL_125;Streptophyta;
JX033021.1_861;N2744;;;;NC_030314;Streptophyta;
KT943655.1_682;N535;;;;ptMAG_rbcL_121;Streptophyta;
ptMAG_rbcL_33_96;N786;;;;NC_030356;Streptophyta;
KX120635.1_669;N767;;;;NC_030355;Streptophyta;
KX120586.1_671;N761;;;;AY958086;Streptophyta;
KX120585.1_672;N742;;;;NC_030359;Streptophyta;
KX120592.1_670;N83;;;;ptMAG_rbcL_119;Streptophyta;
MH064064.1_595;N90;;;;ptMAG_rbcL_199;Streptophyta;
MW562870.1_316;N105;;;;OQ935591;Streptophyta;
KX120553.1_673;N94;;;;OP888486;Streptophyta;
HQ912392.1_695;N179;;;;ptMAG_rbcL_181;Streptophyta;
HQ912445.1_935;N264;;;;KX306884;Streptophyta;
MT383641_1106;N1466;;;;MW556321;Streptophyta;
MK757570.1_533;N1474;;;;NC_008097;Streptophyta;
OP191802.1_393;N1480;;;;NC_027093;Ulvophyceae;
MK887897.1_480;N1491;;;;NC_025530;Ulvophyceae;
MK887895.1_481;N1622;;;;FJ968740;Ulvophyceae;
MK887894.1_482;N1634;;;;KM462870;Ulvophyceae;
KY320291.1_631;N1637;;;;KR822596.1;Ulvophyceae;
PP374853.1_299;N1655;;;;U30288.1;Ulvophyceae;
MW324619.1_454;N1649;;;;AB561085.1;Ulvophyceae;
OR455854.1_320;N1642;;;;OL684559.1;Ulvophyceae;
HQ912443.1_937;N1610;;;;AY257109.1;Ulvophyceae;
LC746291.1_339;N1602;;;;KY407657;Ulvophyceae;
OP191772.1_397;N1563;;;;MK408749;Ulvophyceae;
MH064137.1_587;N1553;;;;AY257110.1;Ulvophyceae;
OP191806.1_392;N1547;;;;JN573804.1;Ulvophyceae;
KT943612.1_679;N1538;;;;OQ349516;Ulvophyceae;
MK689241.1_534;N1534;;;;AY257122.1;Ulvophyceae;
MH064098.1_592;N1517;;;;MG721795.1;Ulvophyceae;
MN937452_1104;N2750;;;;ptMAG_rbcL_182;Ulvophyceae;
OM686881.1_402;N2745;;;;KY407661;Ulvophyceae;
OP191770.1_398;N787;;;;AF499683.1;Ulvophyceae;
OP191777.1_394;N768;;;;AY835431;Ulvophyceae;
OP191774.1_395;N762;;;;NC_034709;Ulvophyceae;
KY320285.1_632;N758;;;;KX268523.1;Ulvophyceae;
KM999102.1_686;N743;;;;OQ159090;Ulvophyceae;
KC309549.1_367;N102;;;;KX306821;Ulvophyceae;
HQ912508.1_909;N95;;;;KX306824;Ulvophyceae;
MH040270.1_547;N265;;;;ON986220;Ulvophyceae;
KC309550.1_366;N1475;;;;KR154341.1;Ulvophyceae;
KU665639.1_690;N1488;;;;MN938474.1;Ulvophyceae;
KJ463465.1_844;N1481;;;;MG495094.1;Ulvophyceae;
KJ463470.1_842;N1492;;;;ON986224;Ulvophyceae;
KJ463476.1_839;N1495;;;;EF113428.1;Ulvophyceae;
MH064101.1_590;N1650;;;;NC_072904;Ulvophyceae;
HQ912496.1_916;N1643;;;;NC_025526;Ulvophyceae;
MH064102.1_589;N1603;;;;ON986221;Ulvophyceae;
OP297449.1_349;N1581;;;;NC_072903;Ulvophyceae;
MH064100.1_591;N1564;;;;NC_072900;Ulvophyceae;
MW324628.1_451;N1555;;;;KT950845.1;Ulvophyceae;
KJ011795.1_817;N1544;;;;KP202851.1;Ulvophyceae;
OR455858.1_319;N1539;;;;ON986219;Ulvophyceae;
KY499654_1089;N1518;;;;ptMAG_rbcL_130;Ulvophyceae;
NC_067848_1135;N2747;;;;NC_043776;Ulvophyceae;
HQ912471.1_925;N769;;;;NC_060532;Ulvophyceae;
AY571753.1_705;N774;;;;MZ334625;Ulvophyceae;
KJ011826.1_815;N744;;;;OQ848501;Ulvophyceae;
MZ363619.1_399;N96;;;;NC_086863;Ulvophyceae;
KJ011829.1_814;N1482;;;;MZ334628;Ulvophyceae;
KC509523_1085;N1496;;;;OQ848499;Ulvophyceae;
LC568544.1_406;N1644;;;;MZ334627;Ulvophyceae;
KJ011825.1_816;N1565;;;;KY495853.1;Ulvophyceae;
AY571754.1_704;N1568;;;;MH545327.1;Ulvophyceae;
HQ912490.1_919;N1541;;;;AY177748.1;Ulvophyceae;
MH064145.1_584;N1530;;;;ON971347.1;Ulvophyceae;
AY571757.1_702;N1519;;;;FJ715717.1;Ulvophyceae;
AY571756.1_703;N771;;;;AY177746.1;Ulvophyceae;
AY571747.1_707;N775;;;;MH545335.1;Ulvophyceae;
KJ658392.1_768;N746;;;;AY177739.1;Ulvophyceae;
MT015687.1_470;N98;;;;AY177737.1;Ulvophyceae;
KJ011854.1_781;N1483;;;;AY177741.1;Ulvophyceae;
OM453684.1_430;N1497;;;;AY177738.1;Ulvophyceae;
KJ577874.1_812;N1569;;;;ptMAG_rbcL_150;Mamiellophyceae;
KT943614.1_684;N1574;;;;ptMAG_rbcL_151;Mamiellophyceae;
MK454988.1_509;N1520;;;;NC_012101;Mamiellophyceae;
KJ577882.1_808;N1523;;;;ptMAG_rbcL_198;Mamiellophyceae;
MH064141.1_586;N747;;;;ptMAG_rbcL_210;Mamiellophyceae;
OR699085_1153;N752;;;;ptMAG_rbcL_2;Mamiellophyceae;
HQ912456.1_932;N1571;;;;ptMAG_rbcL_136;Mamiellophyceae;
KC309551.1_365;N1575;;;;ptMAG_rbcL_161;Mamiellophyceae;
OL457302.1_432;N1578;;;;ptMAG_rbcL_172;Mamiellophyceae;
KU179121.1_680;N1525;;;;ptMAG_rbcL_206;Mamiellophyceae;
KU687468.1_675;N748;;;;ptMAG_rbcL_128;Mamiellophyceae;
KU687462.1_676;N753;;;;ptMAG_rbcL_224;Mamiellophyceae;
KY799133.1_629;N1527;;;;AF509626.1;Mamiellophyceae;
KY799136.1_628;;;;;MN056173;Mamiellophyceae;
;;;;;ptMAG_rbcL_163;Mamiellophyceae;
;;;;;AF509627.1;Mamiellophyceae;
;;;;;U30277.1;Mamiellophyceae;
;;;;;KF285530;Mamiellophyceae;
;;;;;U30278.1;Mamiellophyceae;
;;;;;NC_012575;Mamiellophyceae;
;;;;;ptMAG_rbcL_171;Mamiellophyceae;
;;;;;ptMAG_rbcL_160;Mamiellophyceae;
;;;;;NC_030169;Pyramimonadophyceae;
;;;;;ptMAG_rbcL_184;Pyramimonadophyceae;
;;;;;FJ493499;Pyramimonadophyceae;
;;;;;KM462884;Trebouxiophyceae;
;;;;;ptMAG_rbcL_176;Trebouxiophyceae;
;;;;;HQ317294.1;Trebouxiophyceae;
;;;;;NC_025548;Trebouxiophyceae;
;;;;;KM462872;Trebouxiophyceae;
;;;;;HG793063.1;Trebouxiophyceae;
;;;;;KT253161.1;Trebouxiophyceae;
;;;;;KT253163.1;Trebouxiophyceae;
;;;;;ptMAG_rbcL_145;Trebouxiophyceae;
;;;;;NC_018569;Trebouxiophyceae;
;;;;;EF589155.1;Trebouxiophyceae;
;;;;;ptMAG_rbcL_157;Trebouxiophyceae;
;;;;;OQ208937.1;Trebouxiophyceae;
;;;;;FJ217383.1;Trebouxiophyceae;
;;;;;EF012701.1;Trebouxiophyceae;
;;;;;NC_025540;Trebouxiophyceae;
;;;;;NC_067041;Chlorodendrophyceae;
;;;;;ON645926;Chlorodendrophyceae;
;;;;;LC604816;Trebouxiophyceae;
;;;;;ptMAG_rbcL_133;Trebouxiophyceae;
;;;;;ptMAG_rbcL_175;Trebouxiophyceae;
;;;;;ptMAG_rbcL_180;Trebouxiophyceae;
;;;;;NC_025539;Trebouxiophyceae;
;;;;;ptMAG_rbcL_105;Xanthophyceae;
;;;;;EU912438;Xanthophyceae;
;;;;;AF465706.1;Xanthophyceae;
;;;;;AY682398.1;Xanthophyceae;
;;;;;EF455922.1;Xanthophyceae;
;;;;;AY682399.1;Xanthophyceae;
;;;;;AJ579573.1;Xanthophyceae;
;;;;;EF455976.1;Xanthophyceae;
;;;;;U89900.1;Xanthophyceae;
;;;;;EF455950.1;Xanthophyceae;
;;;;;EF455946.1;Xanthophyceae;
;;;;;ptMAG_rbcL_97;Xanthophyceae;
;;;;;AY682413.1;Xanthophyceae;
;;;;;AF465709.1;Xanthophyceae;
;;;;;AF015588.1;Xanthophyceae;
;;;;;NC_026851;Eustigmatophyceae;
;;;;;NC_056910;Chrysophyceae;
;;;;;MG755808;Mediophyceae;
;;;;;CP000828;Cyanophyceae;
;;;;;MG755799;Coscinodiscophyceae;
;;;;;OM827248;Coscinodiscophyceae;
;;;;;LC781622;Chlorarachniophyceae;
;;;;;CP003659;Cyanophyceae;
;;;;;NC_029735;Chlorophyceae;
;;;;;MN701585;Chlorophyceae;
;;;;;MN659373;Chlorophyceae;
;;;;;MK995333;Chlorophyceae;
;;;;;OQ694381;Bacillariophyceae;
;;;;;KC509520;Bacillariophyceae;
;;;;;LC523992;Chlorophyceae;
;;;;;NC_038008;Bacillariophyceae;
;;;;;MG755798;Mediophyceae;
;;;;;CM075647;Pelagophyceae;
;;;;;NC_012903;Pelagophyceae;
;;;;;KC631634;Trebouxiophyceae;
;;;;;NC_061049;Bacillariophyceae;
;;;;;NC_031173;Stylonematophyceae;
;;;;;NC_024811;Mamiellophyceae;
;;;;;MG755806;Mediophyceae;
;;;;;MG755805;Mediophyceae;
;;;;;NC_025541;Trebouxiophyceae;
;;;;;MK408749;Ulvophyceae;
;;;;;MH591102;Ulvophyceae;
;;;;;MH591104;Ulvophyceae;
;;;;;NC_039520;Ulvophyceae;
;;;;;KM462884;Trebouxiophyceae;
;;;;;KT199253;Chlorophyceae;
;;;;;KT625421;Chlorophyceae;
;;;;;NC_029675;Chlorophyceae;
;;;;;NC_013359;Ulvophyceae;
;;;;;LN810504;Ulvophyceae;
;;;;;KY819063;Ulvophyceae;
;;;;;NC_072903;Trebouxiophyceae;
;;;;;NC_039522;Ulvophyceae;
;;;;;KT625419;Chlorophyceae;
;;;;;NC_028585;Chlorophyceae;
;;;;;MK792749;Ulvophyceae;
;;;;;NC_031368;Ulvophyceae;
;;;;;MG753774;Ulvophyceae;
;;;;;NC_039523;Ulvophyceae;
;;;;;NC_086863;Ulvophyceae;
;;;;;MZ334628;Ulvophyceae;
;;;;;OQ848499;Ulvophyceae;
;;;;;OQ848501;Ulvophyceae;
;;;;;MZ334627;Ulvophyceae;
;;;;;NC_025313;Mediophyceae;
;;;;;MW845779;Mediophyceae;
;;;;;LC537471;Mediophyceae;
;;;;;NC_053621;Mediophyceae;
;;;;;MN701588;Chlorophyceae;
;;;;;NC_047431;Chlorophyceae;
;;;;;AF494278;Mesostigmatophyceae;
;;;;;NC_008097;Charophyceae;
;;;;;KT625418;Chlorophyceae;
;;;;;OP298011;Chlorophyceae;
;;;;;MF083690;Chlorophyceae;
;;;;;KF554427;Trebouxiophyceae;
;;;;;KP271969;Trebouxiophyceae;
;;;;;KM462865;Trebouxiophyceae;
;;;;;MT920676;Trebouxiophyceae;
;;;;;KJ742376;Trebouxiophyceae;
;;;;;OK569791;Trebouxiophyceae;
;;;;;OP448669;Chlorophyceae;
;;;;;NC_042182;Chlorophyceae;
;;;;;ON986219;Trebouxiophyceae;
;;;;;NC_008822;Zygnemophyceae;
;;;;;OP765320;Trebouxiophyceae;
;;;;;MK085990;Chloropicophyceae;
;;;;;NC_042489;Chloropicophyceae;
;;;;;MK085993;Chloropicophyceae;
;;;;;OQ849777;Chlorophyta_XX;
;;;;;KJ746602;Chlorophyta_XX;
;;;;;MK085989;Chloropicophyceae;
;;;;;MK085986;Chloropicophyceae;
;;;;;NC_042488;Chloropicophyceae;
;;;;;MK085997;Chloropicophyceae;
;;;;;MG778185;Chlorophyceae;
;;;;;NC_029673;Chlorophyceae;
;;;;;NC_020795 ;Florideophyceae;
;;;;;NC_025539;Trebouxiophyceae;
;;;;;HM222967;Colpodellidea;
;;;;;NC_029672;Chlorophyceae;
