ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;;;RbcL_ID2;RbcL_based_taxa2;;;;RbcL_ID3;RbcL_based_taxa3
AB010244.1_1067;N1845;;;;;;;;OP191774.1;Diatoms;;;;AF509627.1;Mamiellophyceae
AB010243.1_1068;N1828;;;;;;;;OP191777.1;Diatoms;;;;OQ718512.1;Chlorophyceae
AF089834.1_727;N1868;;;;;;;;OK136184;Euglenophyceae;;;;JX018186.1;Trebouxiophyceae
AB542927.1_552;N1871;;;;;;;;NC_017754;Euglenophyceae;;;;JX018187.1;Trebouxiophyceae
AB010242.1_1069;N1906;;;;;;;;OK136185;Euglenophyceae;;;;KY710878.1;Trebouxiophyceae
AB010224.1_1070;N1915;;;;;;;;OK136183;Euglenophyceae;;;;MK257138.1;Chlorophyceae
AB477057.1_553;N1881;;;;;;;;JX457480;Euglenophyceae;;;;KJ577892.1;Coscinodiscophyceae
NC_016732_1334;N1892;;;;;;;;NC_039970;Euglenophyceae;;;;MZ542384.1;Coscinodiscophyceae
DQ313221.1_698;N1312;;;;;;;;NC_039971;Euglenophyceae;;;;KJ011826.1;Bacillariophyceae
AB451193.1_554;N1324;;;;;;;;NC_039928;Euglenophyceae;;;;AY571754.1;Bacillariophyceae
LC066363.1_767;N1331;;;;;;;;NC_027286;Euglenophyceae;;;;KJ011825.1;Bacillariophyceae
KT625343.1_780;N1334;;;;;;;;NC_027287;Euglenophyceae;;;;KJ011829.1;Bacillariophyceae
MK257143.1_416;N1755;;;;;;;;MH898669;Euglenophyceae;;;;KC309607.1;Coscinodiscophyceae
AB451191.1_1044;N1760;;;;;;;;OP179283;Euglenophyceae;;;;AY257122.1;Ulvophyceae
OQ718512.1_331;N1747;;;;;;;;NC_071862;Euglenophyceae;;;;EF165155.1;Chrysophyceae
KJ635638.1_776;N1726;;;;;;;;NC_038187;Euglenophyceae;;;;AF015571.1;Chrysophyceae
KJ635640.1_775;N1714;;;;;;;;X70810;Euglenophyceae;;;;HQ912392.1;Bacillariophyceae
OP448669_1222;N1665;;;;;;;;MF622086;Euglenophyceae;;;;MW562870.1;Bacillariophyceae
MK257142.1_417;N1351;;;;;;;;OP179278;Euglenophyceae;;;;KY710899.1;Trebouxiophyceae
KJ635641.1_774;N1354;;;;;;;;NC_027288;Euglenophyceae;;;;KM438414.1;Trebouxiophyceae
NC_042182_1392;N1358;;;;;;;;NC_071861;Euglenophyceae;;;;MF100789.1;Trebouxiophyceae
AB360758.1_853;N1379;;;;;;;;KT223519;Euglenophyceae;;;;AB430668.1;Mediophyceae
JQ259911.1_645;N990;;;;;;;;NC_039967;Euglenophyceae;;;;KX354386.1;Eustigmatophyceae
EF113411.1_1025;N945;;;;;;;;OP179281;Euglenophyceae;;;;GQ405017.1;Eustigmatophyceae
OK626436.1_344;N2811;;;;;;;;NC_035156;Euglenophyceae;;;;KX354384.1;Eustigmatophyceae
EF113465.1_1008;N2814;;;;;;;;ptMAG_rbcL_204;Euglenophyceae;;;;KX354385.1;Eustigmatophyceae
JN880465.1_887;N2797;;;;;;;;OP179277;Euglenophyceae;;;;KX354378.1;Eustigmatophyceae
ptMAG_rbcL_183_246;N2791;;;;;;;;ptMAG_rbcL_203;Euglenophyceae;;;;KY271703.1;Eustigmatophyceae
MN709220_1319;N2724;;;;;;;;ptMAG_rbcL_202;Euglenophyceae;;;;MF001961.1;Mediophyceae
EF113426.1_1020;N609;;;;;;;;KP686075;Euglenophyceae;;;;LC753170.1;Bacillariophyceae
OK626421.1_346;N662;;;;;;;;JQ237893;Euglenophyceae;;;;LC753169.1;Bacillariophyceae
LC648957_1170;N645;;;;;;;;KP453743;Euglenophyceae;;;;MH064092.1;Bacillariophyceae
AB164409.1_1047;N622;;;;;;;;KC684276;Euglenophyceae;;;;MW924345.1;Bacillariophyceae
AB164408.1_1048;N629;;;;;;;;NC_039969;Euglenophyceae;;;;MW924349.1;Bacillariophyceae
GroupDREPX612_Contig_10_-_rbcL_gene_19;N501;;;;;;;;NC_071864;Euglenophyceae;;;;EF143289.1;Bacillariophyceae
ptMAG_rbcL_126_189;N596;;;;;;;;NC_039927;Euglenophyceae;;;;MW924350.1;Bacillariophyceae
ptMAG_rbcL_44_107;N585;;;;;;;;KT693213.1;Chlorophyceae;;;;PP374891.1;Bacillariophyceae
GroupDREPX613_Consensus_-_rbcL_gene_20;N571;;;;;;;;NC_066823;Chlorophyceae;;;;HQ912460.1;Bacillariophyceae
GroupDREPX614_Annotated_Unfinished_-_rbcL_gene_21;N508;;;;;;;;ptMAG_rbcL_215;Chlorophyceae;;;;MH735127.1;Chlorophyceae
GroupDREPX612_Contig_9_-_rbcL_gene_17;N898;;;;;;;;ptMAG_rbcL_158;Chlorophyceae;;;;FJ432640.1;Ulvophyceae
AF041468_1154;N901;;;;;;;;DQ481216.1;Chlorophyceae;;;;HQ246350.1;Chlorophyceae
LC648962_1174;N887;;;;;;;;KX507373;Chlorophyceae;;;;JN975260.1;Bacillariophyceae
LC648964_1176;N864;;;;;;;;MT364368;Chlorophyceae;;;;JQ259910.1;Chlorophyceae
LC648955_1169;N831;;;;;;;;EU677193;Chlorophyceae;;;;JX413560.1;Bacillariophyceae
ptMAG_rbcL_109_172;N690;;;;;;;;MW250871;Chlorophyceae;;;;HQ912492.1;Bacillariophyceae
KY860574_1163;N820;;;;;;;;EF113415.1;Chlorophyceae;;;;KJ577879.1;Bacillariophyceae
MK798155_1184;N699;;;;;;;;OQ849777;Chlorophyceae;;;;MG684349.1;Bacillariophyceae
KT428890_1161;N471;;;;;;;;NC_042241;Chlorophyceae;;;;MG684348.1;Bacillariophyceae
LC648958_1171;N476;;;;;;;;KT625419;Chlorophyceae;;;;KY710893.1;Trebouxiophyceae
LC648961_1173;N437;;;;;;;;AB084335.1;Chlorophyceae;;;;KM999102.1;Bacillariophyceae
ptMAG_rbcL_101_164;N455;;;;;;;;EF113470.1;Chlorophyceae;;;;MT439864.1;Pelagophyceae
LC648963_1175;N450;;;;;;;;NC_029675;Chlorophyceae;;;;MF092911.1;Bacillariophyceae
EF508371_1157;N2844;;;;;;;;KT625421;Chlorophyceae;;;;MF092914.1;Bacillariophyceae
AY119782.1_657;N136;;;;;;;;KT199253;Chlorophyceae;;;;OP548121.1;Bacillariophyceae
AF463411.1_716;N2877;;;;;;;;KT199256;Chlorophyceae;;;;AB491670.1;Glaucocystophyceae
LC648959_1172;N2854;;;;;;;;HM852435.1;Chlorophyceae;;;;EF113443.1;Chlorophyceae
LC648950_1166;N39;;;;;;;;ptMAG_rbcL_188;Chlorophyceae;;;;AB504765.1;Chlorophyceae
UnusedGroupDREPX409_Bin_EDVL_34_4-contigsc0983_-_rbcL_gene_55;N40;;;;;;;;KC145516.1;Chlorophyceae;;;;AB504767.1;Chlorophyceae
GroupDREPX658_Annotated_unfinished_-_rbcL_gene_29;N202;;;;;;;;ptMAG_rbcL_196;Chlorophyceae;;;;EF113444.1;Trebouxiophyceae
ptMAG_rbcL_71_134;N147;;;;;;;;JQ259910.1;Chlorophyceae;;;;KM197120.1;Trebouxiophyceae
UnusedGroupDREPX491_Bin_SANA_18_8-contigsc0006_-_rbcL_gene_57;N407;;;;;;;;NC_029672;Chlorophyceae;;;;HQ613263.1;Trebouxiophyceae
GroupDREPX635_Contig_1_-_rbcL_gene_26;N346;;;;;;;;KY094108.1;Chlorophyceae;;;;MT439865.1;Pelagophyceae
GroupDREPX632_Bin_SZYM_45_49-contigsc0013_-_rbcL_gene_25;N280;;;;;;;;ptMAG_rbcL_152;Chlorophyceae;;;;AF438318.1;Pinguiophyceae
GroupDREPX631_Contig_1_-_rbcL_gene_24;N207;;;;;;;;ptMAG_rbcL_192;Chlorophyceae;;;;JX401248.1;Bacillariophyceae
GroupDREPX630_Bin_SZYM_42_46-contigsc0015_-_rbcL_gene_23;N2365;;;;;;;;HM852437.1;Chlorophyceae;;;;EF113445.1;Chlorophyceae
GroupDREPX629_Bin_FUNE_7_15-contigsc0058_-_rbcL_gene_22;N2370;;;;;;;;EF113466.1;Chlorophyceae;;;;MH064098.1;Bacillariophyceae
ptMAG_rbcL_63_126;N2397;;;;;;;;ptMAG_rbcL_189;Chlorophyceae;;;;MK689241.1;Bacillariophyceae
LC648951_1167;N2382;;;;;;;;ptMAG_rbcL_191;Chlorophyceae;;;;JX401259.1;Bacillariophyceae
ptMAG_rbcL_207_270;N2218;;;;;;;;ptMAG_rbcL_144;Chlorophyceae;;;;JX401258.1;Bacillariophyceae
ptMAG_rbcL_70_133;N2235;;;;;;;;EF113472.1;Chlorophyceae;;;;AB430677.1;Bacillariophyceae
GroupDREPX726_Bin_ZLUT_154_6_18-contigsc0021_-_rbcL_gene_35;N2250;;;;;;;;NC_029735;Chlorophyceae;;;;HQ912498.1;Bacillariophyceae
ptMAG_rbcL_42_105;N2255;;;;;;;;NC_028585;Chlorophyceae;;;;MG684323.1;Bacillariophyceae
LC648965_1177;N2348;;;;;;;;KC145509.1;Chlorophyceae;;;;KY710867.1;Trebouxiophyceae
NC_069042_1202;N2326;;;;;;;;NC_029673;Chlorophyceae;;;;MF100792.1;Trebouxiophyceae
GroupDREPX657_Contig_1_-_rbcL_gene_28;N2329;;;;;;;;KC145508.1;Chlorophyceae;;;;KY710868.1;Trebouxiophyceae
GroupDREPX642_Annotated_unfinished_-_rbcL_gene_27;N2334;;;;;;;;EF113418.1;Chlorophyceae;;;;KF443037.1;Synchromophyceae
ptMAG_rbcL_205_268;N2298;;;;;;;;NC_029670;Chlorophyceae;;;;AB360756.1;Chlorophyceae
GroupDREPX659_Consensus_-_rbcL_gene_30;N2269;;;;;;;;NC_037923;Chlorophyceae;;;;AB010244.1;Chlorophyceae
ptMAG_rbcL_75_138;N2130;;;;;;;;EF078303.1;Chlorophyceae;;;;AB010243.1;Chlorophyceae
ptMAG_rbcL_37_100;N2148;;;;;;;;EF078314.1;Chlorophyceae;;;;HQ912462.1;Bacillariophyceae
GroupDREPX673_Consensus_-_rbcL_gene_33;N2153;;;;;;;;EF078375.1;Chlorophyceae;;;;MH545335.1;Ulvophyceae
GroupDREPX673_Consensus_-_rbcL_gene_32;N2156;;;;;;;;MF276976;Chlorophyceae;;;;MT655944.1;Chlorophyceae
ptMAG_rbcL_221_284;N2038;;;;;;;;EF078381.1;Chlorophyceae;;;;MG721795.1;Ulvophyceae
LC648953_1168;N2049;;;;;;;;MF276985;Chlorophyceae;;;;DQ313221.1;Chlorophyceae
ptMAG_rbcL_55_118;N1292;;;;;;;;MF276983;Chlorophyceae;;;;AB451193.1;Chlorophyceae
GroupDREPX672_Bin_RIMV_9_2_8-contigsc0022_-_rbcL_gene_31;N1201;;;;;;;;MF276980;Chlorophyceae;;;;KF701608.1;Bacillariophyceae
GroupDREPX710_Annotated_Unfinished_-_rbcL_gene_34;N1265;;;;;;;;KY114065;Chlorophyceae;;;;LC746289.1;Bacillariophyceae
LC564893_1165;N1230;;;;;;;;MF276979;Chlorophyceae;;;;HQ912390.1;Bacillariophyceae
AB043633.1_1046;N1811;;;;;;;;GQ985404.1;Chlorophyceae;;;;LC133510.1;Chlorophyceae
HQ656828.1_892;N1784;;;;;;;;HM852436.1;Chlorophyceae;;;;AB097409.1;Dictyochophyceae
AY119784.1_656;N1787;;;;;;;;KF975604.1;Chlorophyceae;;;;HQ317294.1;Trebouxiophyceae
GroupDREPX1231_Contig_2_-_rbcL_gene_51;N1852;;;;;;;;ptMAG_rbcL_195;Chlorophyceae;;;;MK257145.1;Chlorophyceae
ptMAG_rbcL_51_114;N1857;;;;;;;;KT777978.1;Chlorophyceae;;;;KU851891.1;Chlorophyta_XX
NC_020371_1190;N1824;;;;;;;;AB084332.1;Chlorophyceae;;;;EF113448.1;Chlorophyceae
ptMAG_rbcL_231_294;N1830;;;;;;;;KT777983.1;Chlorophyceae;;;;JX681224.1;Xanthophyceae
GroupDREPX1233_Bin_ZLUT_170_6_34-contigsc0168_-_rbcL_gene_52;N1872;;;;;;;;MF278351.1;Chlorophyceae;;;;JX681208.1;Xanthophyceae
HQ656834.1_888;N1912;;;;;;;;NC_066651;Chlorophyceae;;;;AM421004.1;Xanthophyceae
AB183266.1_1045;N1907;;;;;;;;MG257492.1;Chlorophyceae;;;;KR154341.1;Trebouxiophyceae
ptMAG_rbcL_39_102;N1923;;;;;;;;MW191589.1;Chlorophyceae;;;;EF113428.1;Trebouxiophyceae
MT471330_1185;N1916;;;;;;;;MW191597.1;Chlorophyceae;;;;MN938474.1;Trebouxiophyceae
ptMAG_rbcL_1_64;N1882;;;;;;;;OL770103.1;Chlorophyceae;;;;MK295209.1;Trebouxiophyceae
NC_036937_1195;N1902;;;;;;;;NC_036668;Chlorophyceae;;;;MG495094.1;Trebouxiophyceae
HQ656833.1_889;N1893;;;;;;;;KF975603.1;Chlorophyceae;;;;AF015572.1;Chrysophyceae
HQ656832.1_890;N1325;;;;;;;;NC_086754;Chlorophyceae;;;;MK454981.1;Bacillariophyceae
ON437585_1204;N1756;;;;;;;;NC_086752;Chlorophyceae;;;;KT693213.1;Chlorophyceae
NC_007288_1188;N1761;;;;;;;;MT655944.1;Chlorophyceae;;;;OR355394.1;Bacillariophyceae
NC_040291_1198;N1764;;;;;;;;MK995333;Chlorophyceae;;;;KU951589.1;Bacillariophyceae
HQ656827.1_893;N1748;;;;;;;;MF423120;Chlorophyceae;;;;KC309610.1;Coscinodiscophyceae
HQ656829.1_891;N1742;;;;;;;;NC_068582;Chlorophyceae;;;;HQ912513.1;Coscinodiscophyceae
MK561359_1183;N1727;;;;;;;;KX131180;Chlorophyceae;;;;AB430678.1;Bacillariophyceae
ptMAG_rbcL_41_104;N1715;;;;;;;;OR350844;Chlorophyceae;;;;AB430692.1;Bacillariophyceae
MK518352_1182;N1707;;;;;;;;HQ246350.1;Chlorophyceae;;;;JX401253.1;Bacillariophyceae
ptMAG_rbcL_47_110;N1666;;;;;;;;NC_029671;Chlorophyceae;;;;MG684336.1;Bacillariophyceae
OQ161672_1206;N1372;;;;;;;;MK257153.1;Chlorophyceae;;;;MG684350.1;Bacillariophyceae
OQ161670_1205;N1359;;;;;;;;MH735127.1;Chlorophyceae;;;;MG684337.1;Bacillariophyceae
NC_082194_1203;N1380;;;;;;;;ptMAG_rbcL_167;Chlorophyceae;;;;HQ912547.1;Coscinodiscophyceae
UnusedGroupDREPX106_Annotated_Unfinished_-_rbcL_gene_54;N1383;;;;;;;;NC_028583;Chlorophyceae;;;;HQ656829.1;Prymnesiophyceae
NC_043890_1199;N991;;;;;;;;KY407660;Chlorophyceae;;;;HQ912548.1;Mediophyceae
AB081643.1_1055;N994;;;;;;;;DQ291132;Chlorophyceae;;;;LC360495.1;Chlorophyceae
AF015573.1_750;N2792;;;;;;;;HQ700713;Chlorophyceae;;;;MZ363619.1;Bacillariophyceae
NC_044408_1200;N2725;;;;;;;;MN701585;Chlorophyceae;;;;HM627328.1;Bacillariophyceae
AB097409.1_1054;N611;;;;;;;;MN659373;Chlorophyceae;;;;MW172431.1;Chlorophyceae
AB081639.1_1056;N659;;;;;;;;NC_047431;Chlorophyceae;;;;MT783044.1;Ulvophyceae
GroupDREPX734_Bin_PRSC_117_75-contigsc0020_-_rbcL_gene_36;N646;;;;;;;;MN659374;Chlorophyceae;;;;MT783143.1;Ulvophyceae
ptMAG_rbcL_30_93;N624;;;;;;;;MN701588;Chlorophyceae;;;;KX268523.1;Ulvophyceae
ptMAG_rbcL_8_71;N631;;;;;;;;NC_008372;Chlorophyceae;;;;EF165152.1;Chrysophyceae
ptMAG_rbcL_226_289;N597;;;;;;;;ptMAG_rbcL_209;Chlorophyceae;;;;OK030949.1;Trebouxiophyceae
ptMAG_rbcL_220_283;N593;;;;;;;;ptMAG_rbcL_134;Chlorophyceae;;;;MG674841.1;Trebouxiophyceae
ptMAG_rbcL_211_274;N586;;;;;;;;NC_042251;Chlorophyceae;;;;KY710866.1;Trebouxiophyceae
ptMAG_rbcL_13_76;N572;;;;;;;;EF113460.1;Chlorophyceae;;;;KY710858.1;Trebouxiophyceae
ptMAG_rbcL_21_84;N575;;;;;;;;OP765320;Chlorophyceae;;;;EF165162.1;Chrysophyceae
ptMAG_rbcL_229_292;N568;;;;;;;;KT355763.1;Chlorophyceae;;;;KU556402.1;Mediophyceae
ptMAG_rbcL_129_192;N509;;;;;;;;KT833561.2;Chlorophyceae;;;;AB430669.1;Mediophyceae
ptMAG_rbcL_19_82;N888;;;;;;;;ptMAG_rbcL_223;Chlorophyceae;;;;HQ912544.1;Mediophyceae
MF385003_1178;N891;;;;;;;;LC474828.1;Chlorophyceae;;;;DQ514769.1;Mediophyceae
CM040116_1155;N865;;;;;;;;KT355767.1;Chlorophyceae;;;;OL457302.1;Bacillariophyceae
NC_020795_1191;N832;;;;;;;;EF113471.1;Chlorophyceae;;;;HQ912490.1;Bacillariophyceae
NC_023133_1192;N691;;;;;;;;AP018038;Chlorophyceae;;;;KF693821.1;Trebouxiophyceae
KY709212_1162;N822;;;;;;;;KT199250;Chlorophyceae;;;;AF189068.1;Trebouxiophyceae
NC_031173_1194;N700;;;;;;;;MW363991.1;Chlorophyceae;;;;JX401255.1;Bacillariophyceae
NC_001840_1186;N717;;;;;;;;KT355759.1;Chlorophyceae;;;;EF113450.1;Chlorophyceae
NC_004799_1187;N472;;;;;;;;KT355762.1;Chlorophyceae;;;;AB044171.1;Chlorophyceae
KF443038.1_800;N478;;;;;;;;KT833573.1;Chlorophyceae;;;;LC380395.1;Chlorophyceae
DQ788731.1_765;N452;;;;;;;;KT355740.1;Chlorophyceae;;;;OP514965.1;Chlorophyceae
JN004152.1_950;N2893;;;;;;;;ptMAG_rbcL_165;Chlorophyceae;;;;KF701607.1;Bacillariophyceae
KF443039.1_799;N2878;;;;;;;;EF113406.1;Chlorophyceae;;;;OP191772.1;Bacillariophyceae
KF443037.1_685;N2855;;;;;;;;ptMAG_rbcL_155;Chlorophyceae;;;;PP374853.1;Bacillariophyceae
JN004157.1_947;N2866;;;;;;;;KT355758.1;Chlorophyceae;;;;OR355398.1;Bacillariophyceae
JN004156.1_948;N2896;;;;;;;;KT355746.1;Chlorophyceae;;;;KY863485.1;Bacillariophyceae
JN004153.1_949;N38;;;;;;;;KT355765.1;Chlorophyceae;;;;AY571756.1;Bacillariophyceae
ptMAG_rbcL_114_177;N126;;;;;;;;KT833569.1;Chlorophyceae;;;;AY571747.1;Bacillariophyceae
ON920852.1_336;N41;;;;;;;;KT355754.1;Chlorophyceae;;;;KY283835.1;Trebouxiophyceae
MZ336043.1_460;N148;;;;;;;;KT355753.1;Chlorophyceae;;;;OQ208932.1;Trebouxiophyceae
KX354378.1_328;N409;;;;;;;;KT833567.1;Chlorophyceae;;;;U30277.1;Mamiellophyceae
ptMAG_rbcL_112_175;N392;;;;;;;;ptMAG_rbcL_149;Chlorophyceae;;;;U30278.1;Mamiellophyceae
ptMAG_rbcL_116_179;N347;;;;;;;;KT355769.1;Chlorophyceae;;;;MH064101.1;Bacillariophyceae
KX354388.1_324;N334;;;;;;;;MF101233.1;Chlorophyceae;;;;MH064102.1;Bacillariophyceae
ptMAG_rbcL_117_180;N281;;;;;;;;KC145513.1;Chlorophyceae;;;;OP297449.1;Bacillariophyceae
GQ405017.1_535;N208;;;;;;;;HM754410.1;Chlorophyceae;;;;MH040270.1;Bacillariophyceae
UnusedGroupDREPX475_Annotated_Unfinished_-_rbcL_gene_56;N215;;;;;;;;MK733623.1;Chlorophyceae;;;;MH064100.1;Bacillariophyceae
KC598090_1208;N2366;;;;;;;;MZ082103.1;Chlorophyceae;;;;HQ912496.1;Bacillariophyceae
KC598084_1207;N2371;;;;;;;;MK257147.1;Chlorophyceae;;;;LC648449.1;Bacillariophyceae
AB052287.1_1057;N2398;;;;;;;;EF113448.1;Chlorophyceae;;;;OR355400.1;Bacillariophyceae
KX839260_1210;N2383;;;;;;;;OQ378581.1;Chlorophyceae;;;;OP191777.1;Bacillariophyceae
ptMAG_rbcL_113_176;N2219;;;;;;;;OQ208938.1;Chlorophyceae;;;;OP191773.1;Bacillariophyceae
ptMAG_rbcL_118_181;N2222;;;;;;;;AB022225.1;Chlorophyceae;;;;OP191774.1;Bacillariophyceae
ON920853.1_335;N2236;;;;;;;;AB504764.1;Chlorophyceae;;;;EF165176.1;Chrysophyceae
MN401197.1_485;N2239;;;;;;;;AB504765.1;Chlorophyceae;;;;AB430661.1;Coscinodiscophyceae
MN401193.1_487;N2251;;;;;;;;AB504767.1;Chlorophyceae;;;;FJ002129.1;Coscinodiscophyceae
MN401194.1_486;N2256;;;;;;;;AB022530.1;Chlorophyceae;;;;KT355759.1;Chlorophyceae
KX354386.1_325;N2349;;;;;;;;LC012751.1;Chlorophyceae;;;;KC309554.1;Bacillariophyceae
KX354385.1_326;N2336;;;;;;;;ptMAG_rbcL_147;Chlorophyceae;;;;KF693822.1;Trebouxiophyceae
KX354384.1_327;N2300;;;;;;;;ptMAG_rbcL_218;Chlorophyceae;;;;AY543047.1;Trebouxiophyceae
MT374817.1_479;N2270;;;;;;;;ptMAG_rbcL_146;Chlorophyceae;;;;AB052287.1;Eustigmatophyceae
ON920848.1_337;N2279;;;;;;;;LC012752.1;Chlorophyceae;;;;MZ669214.1;Bacillariophyceae
MZ504745_1211;N2157;;;;;;;;MK908413.1;Chlorophyceae;;;;MZ571559.1;Bacillariophyceae
KY271703.1_622;N2160;;;;;;;;LC360495.1;Chlorophyceae;;;;JN975261.1;Bacillariophyceae
ptMAG_rbcL_50_113;N2040;;;;;;;;MF803744.1;Chlorophyceae;;;;MH040265.1;Bacillariophyceae
ptMAG_rbcL_213_276;N2050;;;;;;;;OP902601.1;Chlorophyceae;;;;DQ514793.1;Mediophyceae
ptMAG_rbcL_85_148;N1293;;;;;;;;LC360492.1;Chlorophyceae;;;;OR621302.1;Mediophyceae
ptMAG_rbcL_40_103;N1256;;;;;;;;LC012738.1;Chlorophyceae;;;;AF064744.1;Xanthophyceae
ptMAG_rbcL_43_106;N1231;;;;;;;;LC438451.1;Chlorophyceae;;;;EF078381.1;Chlorophyceae
ptMAG_rbcL_53_116;N1788;;;;;;;;LC683784.1;Chlorophyceae;;;;MH064141.1;Bacillariophyceae
ptMAG_rbcL_79_142;N1858;;;;;;;;LC012744.1;Chlorophyceae;;;;KT355767.1;Chlorophyceae
ptMAG_rbcL_82_145;N1840;;;;;;;;MN251877.2;Chlorophyceae;;;;KT355765.1;Chlorophyceae
GroupDREPX734_Bin_PRSC_117_75-contigsc0020_-_rbcL_gene_37;N1831;;;;;;;;AB434272.1;Chlorophyceae;;;;LC474828.1;Chlorophyceae
ptMAG_rbcL_78_141;N1908;;;;;;;;LC360493.1;Chlorophyceae;;;;KT355763.1;Chlorophyceae
ptMAG_rbcL_83_146;N1924;;;;;;;;EU030689.1;Chlorophyceae;;;;KT833567.1;Chlorophyceae
ptMAG_rbcL_98_161;N1918;;;;;;;;OR237990.1;Chlorophyceae;;;;KT355753.1;Chlorophyceae
ptMAG_rbcL_72_135;N1888;;;;;;;;OR237985.1;Chlorophyceae;;;;MN401193.1;Eustigmatophyceae
ptMAG_rbcL_56_119;N1883;;;;;;;;KC145511.1;Chlorophyceae;;;;KF693825.1;Trebouxiophyceae
ptMAG_rbcL_106_169;N1899;;;;;;;;LC133513.1;Chlorophyceae;;;;KT950845.1;Trebouxiophyceae
ptMAG_rbcL_219_282;N1894;;;;;;;;LC133510.1;Chlorophyceae;;;;EF165154.1;Chrysophyceae
EF165154.1_528;N1766;;;;;;;;NC_028580;Chlorophyceae;;;;LC726298.1;Bacillariophyceae
AF015572.1_751;N1750;;;;;;;;AB175945.1;Chlorophyceae;;;;LC726300.1;Bacillariophyceae
EF165151.1_530;N1743;;;;;;;;AB175935.1;Chlorophyceae;;;;AB360758.1;Chlorophyceae
ptMAG_rbcL_96_159;N1739;;;;;;;;AB175936.1;Chlorophyceae;;;;MH064143.1;Bacillariophyceae
EF165150.1_531;N1728;;;;;;;;MK257145.1;Chlorophyceae;;;;KY710898.1;Trebouxiophyceae
EF165152.1_529;N1716;;;;;;;;AB050484.1;Chlorophyceae;;;;HQ912446.1;Bacillariophyceae
EF165149.1_532;N1708;;;;;;;;AB044171.1;Chlorophyceae;;;;MK817352.1;Mediophyceae
AF155877.1_723;N1711;;;;;;;;LT854012.1;Chlorophyceae;;;;MK257153.1;Chlorophyceae
ptMAG_rbcL_59_122;N1667;;;;;;;;LT854010.1;Chlorophyceae;;;;MW324603.1;Bacillariophyceae
GroupDREPX938_Annotated_Unfinished_-_rbcL_gene_40;N1680;;;;;;;;EF113477.1;Chlorophyceae;;;;KF701604.1;Bacillariophyceae
ptMAG_rbcL_93_156;N1373;;;;;;;;D86837.1;Chlorophyceae;;;;KR048216.1;Bacillariophyceae
OQ466208.1_341;N1376;;;;;;;;AB050494.1;Chlorophyceae;;;;KY495853.1;Ulvophyceae
ptMAG_rbcL_95_158;N1369;;;;;;;;LC380395.1;Chlorophyceae;;;;MH040266.1;Bacillariophyceae
EF165158.1_526;N1360;;;;;;;;OP514965.1;Chlorophyceae;;;;KY094108.1;Chlorophyceae
GroupDREPX1173_Consensus_-_rbcL_gene_47;N1384;;;;;;;;ptMAG_rbcL_169;Chlorophyceae;;;;MT951629.1;Bacillariophyceae
OQ466205.1_342;N1415;;;;;;;;LC380394.1;Chlorophyceae;;;;OR493440.1;Trebouxiophyceae
ptMAG_rbcL_62_125;N996;;;;;;;;AB050492.1;Chlorophyceae;;;;OQ208933.1;Trebouxiophyceae
OQ466175.1_343;N2727;;;;;;;;AB278628.1;Chlorophyceae;;;;KY710863.1;Trebouxiophyceae
ptMAG_rbcL_57_120;N612;;;;;;;;D86827.1;Chlorophyceae;;;;MG674840.1;Trebouxiophyceae
GroupDREPX1162_Consensus_-_rbcL_gene_45;N648;;;;;;;;MF083690;Chlorophyceae;;;;KY710861.1;Trebouxiophyceae
GroupDREPX1169_Consensus_-_rbcL_gene_46;N626;;;;;;;;NC_069043;Chlorophyceae;;;;KY710869.1;Trebouxiophyceae
GroupDREPX1181_Bin_PIBR_42_47-contigsc0248_-_rbcL_gene_49;N632;;;;;;;;ptMAG_rbcL_179;Chlorophyceae;;;;KY283834.1;Trebouxiophyceae
UnusedGroupDREPX1045_Bin_ORTA_59_63-contigsc0067_-_rbcL_gene_61;N635;;;;;;;;AB000810.1;Chlorophyceae;;;;KY710864.1;Trebouxiophyceae
ptMAG_rbcL_80_143;N599;;;;;;;;ptMAG_rbcL_178;Chlorophyceae;;;;MF100791.1;Trebouxiophyceae
GroupDREPX1109_Consensus_-_rbcL_gene_44;N587;;;;;;;;KY489662.1;Chlorophyceae;;;;KY710870.1;Trebouxiophyceae
ptMAG_rbcL_102_165;N590;;;;;;;;AB050485.1;Chlorophyceae;;;;EF113459.1;Trebouxiophyceae
UnusedGroupDREPX493_Annotated_Unfinished_-_rbcL_gene_58;N576;;;;;;;;AP012494;Chlorophyceae;;;;EF012701.1;Trebouxiophyceae
ptMAG_rbcL_60_123;N510;;;;;;;;D86834.1;Chlorophyceae;;;;MN334214.1;Trebouxiophyceae
ptMAG_rbcL_115_178;N527;;;;;;;;MH161344;Chlorophyceae;;;;MN334215.1;Trebouxiophyceae
ptMAG_rbcL_90_153;N893;;;;;;;;ptMAG_rbcL_208;Chlorophyceae;;;;KY710875.1;Trebouxiophyceae
ptMAG_rbcL_110_173;N866;;;;;;;;D86832.1;Chlorophyceae;;;;MF100788.1;Trebouxiophyceae
ptMAG_rbcL_81_144;N856;;;;;;;;AB593419.1;Chlorophyceae;;;;KY283837.1;Trebouxiophyceae
GroupDREPX938_Annotated_Unfinished_-_rbcL_gene_41;N833;;;;;;;;AB044166.1;Chlorophyceae;;;;KY710900.1;Trebouxiophyceae
