Name,Sequence Name,Minimum,Maximum,Length,Direction
trnT-UGU gene,Bin_FUNE_4_12-contigsc0035,156273,156348,76,forward
trnT-UGU gene,GroupDREPX771_Annotated_Unfinished,64563,64636,74,reverse
trnT-UGU gene,GroupDREPX938_Annotated_Unfinished,28408,28480,73,reverse
trnT-UGU gene,GroupDREPX938_Annotated_Unfinished,85730,85802,73,forward
trnT-UGU gene,GroupDREPX942_Annotated_Unfinished,193449,193521,73,reverse
trnT-UGU gene,Consensus,92476,92607,132,forward
trnT-UGU gene,Bin_FUNE_31_37-contigsc0291,3620,3691,72,forward
trnT-UGU gene,Consensus,120257,120329,73,forward
trnT-UGU gene,Bin_ZURI_16_25-contigsc0018,101360,101432,73,forward
trnT-UGU gene,Bin_PIBR_42_47-contigsc0248,26119,26191,73,reverse
trnT-UGU gene,Bin_FUNE_56_6-contigsc0004,13143,13216,74,reverse
trnT-UGU gene,Bin_MEDD_134_5_3-contigsc0007,6980,7052,73,forward
trnT-UGU gene,UnusedGroupDREPX106_Annotated_Unfinished,98305,98379,75,reverse
trnT-UGU gene,Bin_SANA_18_8-contigsc0006,7933,8007,75,reverse
trnT-UGU gene,UnusedGroupDREPX493_Annotated_Unfinished,74232,74304,73,forward
trnT-UGU gene,Bin_BALM_14_22-contigsc0006,115375,115447,73,reverse
trnT-UGU gene,Bin_BALM_14_22-contigsc0006,120572,120644,73,reverse
trnT-UGU gene,Bin_ORTA_59_63-contigsc0016,15727,15797,71,forward
trnT-UGU gene,Bin_NVAL_39_45-contigsc0612,8635,8706,72,forward
trnT-UGU | tRNA-Thr(tgt) gene,Bin_ZLUT_103_5_31-contigsc0251,87943,88015,73,forward
trnT-UGU | tRNA-Thr(tgt) gene,Bin_SZYM_18_24-contigsc0004,80833,80905,73,forward
trnT-UGU | tRNA-Thr(tgt) gene,Bin_ROSX_18_26-contigsc0170,78285,78357,73,forward
trnT-UGU | tRNA-Thr(tgt) gene,Bin_BRTL_49_5_6-contigsc0002,79999,80071,73,reverse
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Bin_STEC_11_19-contigsc0288,3563,3635,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Bin_FUNE_7_15-contigsc0058,105632,105704,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Bin_SZYM_42_46-contigsc0015,2599,2671,73,reverse
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 1,106408,106480,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 2,2418,2490,73,reverse
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 1,132774,132846,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 1,2283,2355,73,reverse
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 3,6983,7055,73,reverse
trnT-UGU | tRNA-Thr(tgt) | trnT gene,GroupDREPX658_Annotated_unfinished,99435,99507,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 2,41562,41634,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Contig 2,133902,133974,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Bin_MEDD_134_5_3-contigsc0007,85799,85871,73,reverse
trnT-UGU | tRNA-Thr(tgt) | trnT gene,Bin_EDVL_34_4-contigsc0983,100941,101013,73,forward
trnT-UGU | tRNA-Thr(tgt) | trnT'(UGU) | trnT gene,UnusedGroupDREPX475_Annotated_Unfinished,5966,6038,73,reverse
trnT-UGU | trnT | tRNA-Thr(tgt) gene,Bin_FERT_9_17-contigsc0016,69946,70018,73,forward
trnT-UGU | trnT | tRNA-Thr(tgt) gene,Bin_VSVK_22_29-contigsc0011,89375,89447,73,forward
trnT-UGU | trnT | tRNA-Thr(tgt) gene,Consensus,57870,57942,73,reverse
trnT-UGU | trnT | tRNA-Thr(tgt) gene,Bin_BALM_14_22-contigsc0006,24601,24673,73,reverse
trnT-UGU | trnT | trnT- TG gene,Bin_LAND_16_3_1-contigsc0006,70302,70374,73,forward
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Bin_SZYM_45_49-contigsc0013,520,592,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,GroupDREPX642_Annotated_unfinished,99575,99647,73,forward
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Contig 1,2434,2506,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Bin_RIMV_9_2_8-contigsc0022,100513,100585,73,forward
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Consensus,131694,131766,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Consensus,2221,2293,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Bin_ZLUT_44_2_1-contigsc0027,2175,2247,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,GroupDREPX710_Annotated_Unfinished,2048,2120,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Bin_ZLUT_154_6_18-contigsc0021,2297,2369,73,reverse
trnT-UGU | trnT'(UGU) | tRNA-Thr(tgt) | trnT gene,Bin_PRSC_117_75-contigsc0020,129068,129140,73,forward
trnTERM-UUA | trnQ-UUA gene,Bin_CEPX_20_1_27-contigsc2795,1626,1699,74,forward
trnU-UCA gene,Bin_KUCX_52_4_22-contigsc0217,1414,1486,73,reverse
trnV-CAC gene,Bin_LUGA_27_5_1-contigsc0012,28667,28739,73,reverse
trnV-CAC gene,Bin_LUGA_27_5_1-contigsc0012,28573,28643,71,reverse
trnV-GAC gene,Contig 1,50742,50813,72,forward
trnV-GAC gene,Bin_ZLUT_103_5_31-contigsc0251,6608,6679,72,reverse
trnV-GAC gene,Contig 1,242184,242257,74,forward
trnV-GAC gene,Consensus,102078,102149,72,forward
trnV-GAC gene,Bin_ORTA_59_63-contigsc0020,172,244,73,reverse
trnV-UAC gene,Contig 1,99805,99878,74,forward
trnV-UAC gene,Bin_VELN_32_5-contigsc0637,1842,1914,73,forward
trnV-UAC gene,Bin_CEPX_5_1_13-contigsc0034,53040,53112,73,reverse
trnV-UAC gene,Bin_CEPX_12_1_2-contigsc0148,5251,5323,73,reverse
trnV-UAC gene,Bin_FERT_9_17-contigsc0016,24863,24937,75,reverse
trnV-UAC gene,Bin_ZLUT_103_5_31-contigsc0251,34271,34342,72,reverse
trnV-UAC gene,Bin_TSKO_28_34-contigsc0093,76906,76977,72,forward
trnV-UAC gene,Bin_SZYM_18_24-contigsc0004,29909,29980,72,reverse
trnV-UAC gene,Bin_ROSX_44_5-contigsc0474,19705,19776,72,reverse
trnV-UAC gene,Bin_ROSX_18_26-contigsc0170,27360,27431,72,reverse
trnV-UAC gene,Bin_BRTL_49_5_6-contigsc0002,445,518,74,reverse
trnV-UAC gene,Bin_BRTL_49_5_6-contigsc0002,130922,130993,72,forward
trnV-UAC gene,Bin_VSVK_22_29-contigsc0011,121279,121353,75,reverse
trnV-UAC gene,Bin_VSVK_22_29-contigsc0011,41417,41488,72,reverse
trnV-UAC gene,Bin_FUNE_55_59-contigsc0038,13391,13465,75,reverse
trnV-UAC gene,Consensus,106969,107043,75,forward
trnV-UAC gene,Bin_GOSK_24_30-contigsc0079,23763,23834,72,forward
trnV-UAC gene,Bin_FUNE_65_68-contigsc0005,77015,77088,74,forward
trnV-UAC gene,Bin_CERN_29_7-contigsc0644,655,729,75,reverse
trnV-UAC gene,Contig 1,76587,76660,74,forward
trnV-UAC gene,Contig 9,48199,48272,74,reverse
trnV-UAC gene,Bin_THUN_89_6-contigsc0102,4627,4698,72,forward
trnV-UAC gene,Bin_MAJC_58_4_11-contigsc0245,5245,5316,72,reverse
trnV-UAC gene,Bin_LUGA_27_5_1-contigsc0073,1789,1862,74,reverse
trnV-UAC gene,Bin_LUGA_27_5_1-contigsc0012,28343,28415,73,reverse
trnV-UAC gene,Bin_ERKE_3_11-contigsc0806,1892,1967,76,reverse
trnV-UAC gene,Contig 10,1725,1798,74,reverse
trnV-UAC gene,GroupDREPX614_Annotated_Unfinished,102038,102111,74,forward
trnV-UAC gene,Bin_NMUS_2_2-contigsc0044,1263,1337,75,reverse
trnV-UAC gene,Bin_ZLUT_154_6_18-contigsc10173,5077,5152,76,reverse
trnV-UAC gene,Bin_PRSC_117_75-contigsc1987,946,1018,73,forward
trnV-UAC gene,Bin_PRSC_117_75-contigsc1783,4321,4392,72,forward
trnV-UAC gene,Bin_PRSC_117_75-contigsc0020,133339,133410,72,forward
trnV-UAC gene,Bin_FUNE_4_12-contigsc0035,156404,156477,74,forward
trnV-UAC gene,Bin_FUNE_4_12-contigsc0035,30832,30905,74,forward
trnV-UAC gene,Bin_NVAL_2_10-contigsc0256,1031,1105,75,reverse
trnV-UAC gene,Bin_NVAL_2_10-contigsc0256,1041,1097,57,forward
trnV-UAC gene,GroupDREPX771_Annotated_Unfinished,61239,61312,74,reverse
trnV-UAC gene,GroupDREPX942_Annotated_Unfinished,22596,22669,74,reverse
trnV-UAC gene,GroupDREPX942_Annotated_Unfinished,171417,171488,72,forward
trnV-UAC gene,Consensus,44541,44612,72,forward
trnV-UAC gene,Bin_ZURI_16_25-contigsc0018,24084,24156,73,forward
trnV-UAC gene,Bin_FUNE_56_6-contigsc0004,2821,2894,74,forward
trnV-UAC gene,Bin_FUNE_56_6-contigsc0004,87742,87815,74,reverse
trnV-UAC gene,Contig 2,87358,87429,72,reverse
trnV-UAC gene,Bin_MEDD_134_5_3-contigsc0007,39997,40068,72,forward
trnV-UAC gene,Bin_CONS_68_69-contigsc3204,3975,4047,73,forward
trnV-UAC gene,UnusedGroupDREPX493_Annotated_Unfinished,92938,93011,74,forward
trnV-UAC gene,Bin_BALM_14_22-contigsc0006,102631,102702,72,forward
trnV-UAC gene,Bin_ORTA_59_63-contigsc0016,61603,61673,71,forward
trnV-UAC gene,Bin_NVAL_39_45-contigsc0612,53056,53127,72,reverse
trnV-UAC gene,Bin_LAND_16_3_1-contigsc0006,53660,53734,75,forward
trnV-UAC | tRNA-Val gene,Consensus,210922,210993,72,reverse
trnV-UAC | tRNA-Val gene,Consensus,9741,9812,72,reverse
trnV-UAC | tRNA-Val gene,Bin_PIBR_42_47-contigsc0248,15307,15378,72,forward
trnV-UAC | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_SZYM_42_46-contigsc0015,2120,2191,72,reverse
trnV-UAC | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_ZLUT_44_2_1-contigsc0027,1781,1852,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_FUNE_7_15-contigsc0058,106137,106208,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 1,106946,107017,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 2,1881,1952,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_SZYM_45_49-contigsc0013,100,171,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 1,133095,133166,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 1,1963,2034,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 3,6668,6739,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,GroupDREPX642_Annotated_unfinished,99950,100021,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_PIBR_79_80-contigsc0105,2129,2200,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 1,2060,2131,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Contig 3,1859,1930,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,GroupDREPX658_Annotated_unfinished,99847,99918,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Consensus,106395,106466,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_RIMV_9_2_8-contigsc0022,100853,100924,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Consensus,131354,131425,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Consensus,1881,1952,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,GroupDREPX710_Annotated_Unfinished,1709,1780,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_ZLUT_154_6_18-contigsc0021,1853,1924,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_EDVL_34_4-contigsc0983,102641,102712,72,forward
trnV-UAC | tRNA-ValtRNA-Val(tac) | tRNA-Val(tac) | trnV 2 | trnV gene,Bin_SANA_18_8-contigsc0006,6703,6774,72,reverse
trnV-UAC | tRNA-ValtRNA-Val(tac) | trnV 2 | tRNA-Val(tac) | trnV gene,Bin_RIMV_12_3_2-contigsc0434,3306,3377,72,reverse
trnV-UAC | trnV 2 | tRNA-Val(tac) | trnV gene,Bin_PRSC_117_75-contigsc0020,58713,58784,72,reverse
trnV-UAC | trnV gene,Consensus,191,263,73,forward
trnV-UAC | trnV gene,Consensus,46268,46340,73,forward
trnV-UAC | trnV gene,UnusedGroupDREPX106_Annotated_Unfinished,103810,103883,74,reverse
trnV-UAC | trnV | tRNA-Val(tac) gene,Bin_MILA_54_4_1-contigsc0036,42831,42903,73,forward
trnV-UAC | trnV | tRNA-Val(tac) gene,Bin_GOSK_44_8-contigsc0001,43058,43130,73,forward
trnV-UAC | trnV | tRNA-Val(tac) | tRNA-ValtRNA-Val(tac) gene,Bin_MEDD_134_5_3-contigsc0007,17792,17863,72,reverse
trnV-UAC | trnV | tRNA-ValtRNA-Val(tac) gene,Bin_GOSK_24_30-contigsc0079,11746,11817,72,reverse
trnV-UAC | trnV-B | trnV gene,UnusedGroupDREPX475_Annotated_Unfinished,97677,97748,72,reverse
trnW gene,Bin_MEDD_45_2_3-contigsc0202,71510,71674,165,forward
trnW gene,Bin_TRCH_30_6-contigsc0055,620,691,72,forward
trnW gene,Bin_FERT_9_17-contigsc0016,45892,45964,73,forward
trnW gene,Consensus,81257,81329,73,reverse
trnW gene,Bin_MILA_54_4_1-contigsc0036,2579,2651,73,forward
trnW gene,Bin_BALM_20_28-contigsc2803,1727,1799,73,reverse
trnW gene,Contig 2,9444,9516,73,reverse
trnW gene,Bin_GOSK_44_8-contigsc0001,61258,61330,73,forward
trnW gene,Bin_GOSK_24_30-contigsc0042,41991,42063,73,reverse
trnW gene,Contig 9,137288,137361,74,forward
trnW gene,Bin_MEDD_126_5_14-contigsc0015,76676,76749,74,forward
trnW gene,Contig 10,91357,91430,74,forward
trnW gene,Contig 17,48658,48731,74,forward
trnW gene,Contig 18,12016,12089,74,forward
trnW gene,Consensus,37711,37784,74,reverse
trnW gene,GroupDREPX614_Annotated_Unfinished,12213,12285,73,reverse
trnW gene,Bin_SZYM_42_46-contigsc0015,95643,95715,73,forward
trnW gene,Contig 1,12447,12519,73,reverse
trnW gene,Contig 1,91802,91874,73,forward
trnW gene,Contig 3,93082,93154,73,forward
trnW gene,Contig 4,12056,12128,73,reverse
trnW gene,GroupDREPX642_Annotated_unfinished,12295,12367,73,reverse
trnW gene,Contig 1,89436,89508,73,forward
trnW gene,Contig 3,89298,89370,73,forward
trnW gene,Contig 4,13028,13100,73,forward
trnW gene,Bin_RIMV_9_2_8-contigsc0022,12480,12552,73,reverse
trnW gene,Consensus,218788,218860,73,forward
trnW gene,Bin_ZLUT_44_2_1-contigsc0027,89428,89500,73,forward
trnW gene,Bin_ZLUT_29_1_36-contigsc0127,12201,12273,73,reverse
trnW gene,GroupDREPX710_Annotated_Unfinished,89117,89189,73,forward
trnW gene,Bin_ZLUT_154_6_18-contigsc0021,90620,90692,73,forward
trnW gene,Bin_RIMV_12_3_2-contigsc0034,7273,7345,73,forward
trnW gene,Bin_BALM_14_22-contigsc0006,60745,60817,73,reverse
trnW gene,Bin_LAND_16_3_1-contigsc0006,1635,1707,73,forward
trnW gene,Bin_LAND_16_3_1-contigsc0006,108443,108515,73,forward
trnW-CCA  gene,Consensus,47585,47770,186,forward
trnW-CCA gene,Contig 1,29397,29468,72,reverse
trnW-CCA gene,Bin_VELN_32_5-contigsc0637,3020,3091,72,forward
trnW-CCA gene,Bin_CEPX_5_1_13-contigsc0034,64226,64298,73,reverse
trnW-CCA gene,Bin_CEPX_12_1_2-contigsc0148,16423,16495,73,reverse
trnW-CCA gene,Bin_BALM_48_53-contigsc2976,2439,2540,102,forward
trnW-CCA gene,Bin_VSVK_22_29-contigsc0011,130510,130583,74,reverse
trnW-CCA gene,Bin_STEC_11_19-contigsc0288,3742,3815,74,forward
trnW-CCA gene,Bin_CERN_25_31-contigsc0089,177,252,76,forward
trnW-CCA gene,Contig 1,195125,195198,74,reverse
trnW-CCA gene,Bin_LUGA_27_5_1-contigsc0012,2185,2258,74,reverse
trnW-CCA gene,Bin_ERKE_3_11-contigsc0806,5267,5340,74,reverse
trnW-CCA gene,Bin_SZYM_42_46-contigsc0098,5965,6038,74,reverse
trnW-CCA gene,Contig 2,96368,96441,74,forward
trnW-CCA gene,Bin_ARCA_19_26-contigsc0061,283,353,71,forward
trnW-CCA gene,Bin_ARCA_19_26-contigsc0061,19292,19362,71,reverse
trnW-CCA gene,Bin_NMUS_2_2-contigsc0044,1183,1256,74,reverse
trnW-CCA gene,Bin_FUNE_4_12-contigsc0035,18330,18402,73,forward
trnW-CCA gene,Bin_CEPX_20_1_27-contigsc0300,4485,4557,73,forward
trnW-CCA gene,Bin_RIMV_12_3_2-contigsc0320,3854,3926,73,reverse
trnW-CCA gene,Consensus,157175,157249,75,reverse
trnW-CCA gene,Consensus,233608,233680,73,forward
trnW-CCA gene,Consensus,233608,233680,73,reverse
trnW-CCA gene,Consensus,79265,79339,75,reverse
trnW-CCA gene,Bin_ZLUT_170_6_34-contigsc0168,56364,56438,75,forward
trnW-CCA gene,Bin_ORTA_59_63-contigsc0020,25,99,75,reverse
trnW-CCA gene,Bin_ORTA_59_63-contigsc0020,27954,28024,71,forward
trnW-CCA gene,Bin_NVAL_39_45-contigsc0612,34430,34505,76,reverse
trnW-CCA | tRNA-Trp | trnW gene,Bin_BRTL_49_5_6-contigsc0002,13578,13650,73,reverse
trnW-CCA | tRNA-Trp | trnW gene,GroupDREPX771_Annotated_Unfinished,74551,74623,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_TRCH_30_6-contigsc0055,620,692,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_FERT_9_17-contigsc0016,45892,45964,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_ZLUT_103_5_31-contigsc0251,59726,59798,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_TSKO_28_34-contigsc0093,51513,51585,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Bin_SZYM_18_24-contigsc0004,55301,55373,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_ROSX_44_5-contigsc0474,45097,45169,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_ROSX_18_26-contigsc0170,52752,52824,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_BRTL_49_5_6-contigsc0002,105532,105604,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Consensus,81257,81329,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Bin_MILA_54_4_1-contigsc0036,2579,2651,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_BALM_20_28-contigsc2803,1727,1799,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Contig 2,9444,9516,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Bin_GOSK_24_30-contigsc0042,41991,42063,73,forward
trnW-CCA | tRNA-Trp(cca) gene,UnusedGroupDREPX106_Annotated_Unfinished,68665,68739,75,forward
trnW-CCA | tRNA-Trp(cca) gene,UnusedGroupDREPX493_Annotated_Unfinished,28536,28608,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_BALM_14_22-contigsc0006,60745,60817,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Bin_GREF_79_4_3-contigsc0078,69458,69530,73,forward
trnW-CCA | tRNA-Trp(cca) gene,Bin_LAND_16_3_1-contigsc0006,108443,108515,73,reverse
trnW-CCA | tRNA-Trp(cca) gene,Bin_LAND_16_3_1-contigsc0006,1635,1707,73,reverse
trnW-CCA | tRNA-Trp(cca) | trnW gene,Bin_MAJC_58_4_11-contigsc0598,3516,3588,73,reverse
trnW-CCA | tRNA-Trp(cca) | trnW gene,GroupDREPX938_Annotated_Unfinished,45625,45699,75,reverse
trnW-CCA | tRNA-Trp(cca) | trnW gene,Bin_ZURI_16_25-contigsc0018,60516,60588,73,reverse
trnW-CCA | tRNA-Trp(cca) | trnW gene,Bin_PIBR_42_47-contigsc0248,70566,70638,73,reverse
trnW-CCA | tRNA-Trp(cca) | trnW gene,Bin_FUNE_56_6-contigsc0004,54133,54205,73,forward
trnW-CCA | trnG-UCC | trnT-CGU | trnT gene,GroupDREPX942_Annotated_Unfinished,111400,112178,779,forward
trnW-CCA | trnW | tRNA-Trp(cca) gene,Bin_VSVK_22_29-contigsc0011,64116,64188,73,reverse
trnW-CCA | trnW | trnW-(CC gene,GroupDREPX942_Annotated_Unfinished,234016,234088,73,forward
trnW-CCA | trnW-CCA-fragment gene,Bin_BALM_14_22-contigsc0006,119918,119990,73,reverse
trnW-fragment gene,Bin_BALM_14_22-contigsc0006,119918,119975,58,forward
trnX-CC gene,Bin_BALM_48_53-contigsc2976,666,759,94,forward
trnY gene,Consensus,80546,80628,83,forward
trnY gene,Bin_TRCH_30_6-contigsc0055,105017,105098,82,forward
trnY gene,Contig 2,106806,106889,84,reverse
trnY gene,Contig 2,14435,14518,84,reverse
trnY gene,Contig 2,14475,14518,44,forward
trnY gene,Contig 2,106846,106889,44,forward
trnY gene,Bin_MEDD_134_5_3-contigsc0007,112921,113004,84,forward
trnY gene,Bin_MEDD_134_5_3-contigsc0007,112921,112964,44,reverse
trnY gene,Bin_EDVL_34_4-contigsc1120,3225,3300,76,reverse
trnY-AUA gene,Bin_LUGA_27_5_1-contigsc0012,14424,14805,382,reverse
trnY-GUA gene,Contig 1,71007,71088,82,reverse
trnY-GUA gene,Bin_VELN_32_5-contigsc0637,294,376,83,forward
trnY-GUA gene,Bin_VELN_32_5-contigsc0203,4444,4525,82,forward
trnY-GUA gene,Bin_CEPX_5_1_13-contigsc0034,32563,32647,85,forward
trnY-GUA gene,Bin_CEPX_5_1_13-contigsc0034,177555,177639,85,forward
trnY-GUA gene,Bin_CEPX_12_1_2-contigsc0148,36093,36177,85,reverse
trnY-GUA gene,Bin_ZLUT_103_5_31-contigsc0251,55276,55359,84,forward
trnY-GUA gene,Bin_TSKO_28_34-contigsc0093,55953,56036,84,reverse
trnY-GUA gene,Bin_SZYM_18_24-contigsc0004,50850,50933,84,forward
trnY-GUA gene,Bin_ROSX_44_5-contigsc1866,10252,10336,85,forward
trnY-GUA gene,Bin_ROSX_44_5-contigsc1866,10411,10495,85,reverse
trnY-GUA gene,Bin_ROSX_44_5-contigsc0474,40646,40729,84,forward
trnY-GUA gene,Bin_ROSX_18_26-contigsc0170,48301,48384,84,forward
trnY-GUA gene,Bin_BRTL_49_5_6-contigsc0002,109971,110054,84,reverse
trnY-GUA gene,Bin_BRTL_49_5_6-contigsc0002,698,779,82,forward
trnY-GUA gene,Bin_VSVK_22_29-contigsc0011,139553,139635,83,reverse
trnY-GUA gene,Bin_STEC_11_19-contigsc0368,1304,1387,84,reverse
trnY-GUA gene,Bin_GOSK_44_8-contigsc0001,22827,22910,84,reverse
trnY-GUA gene,Contig 1,195271,195355,85,forward
trnY-GUA gene,Contig 9,131953,132034,82,forward
trnY-GUA gene,Bin_STIU_11_19-contigsc0808,6671,6752,82,reverse
trnY-GUA gene,Bin_STIU_11_19-contigsc0808,7500,7579,80,reverse
trnY-GUA gene,Bin_STIU_11_19-contigsc0047,7044,7127,84,reverse
trnY-GUA gene,Bin_MEDD_126_5_14-contigsc0015,71329,71410,82,forward
trnY-GUA gene,Bin_MAJC_58_4_11-contigsc3675,726,809,84,reverse
trnY-GUA gene,Bin_LUGA_27_5_1-contigsc0012,11445,11527,83,reverse
trnY-GUA gene,Contig 10,86010,86091,82,forward
trnY-GUA gene,Contig 17,43311,43392,82,forward
trnY-GUA gene,Consensus,43049,43130,82,reverse
trnY-GUA gene,Bin_SZYM_42_46-contigsc0098,9573,9656,84,forward
trnY-GUA gene,Bin_SZYM_42_46-contigsc0015,91917,92000,84,reverse
trnY-GUA gene,Contig 2,92726,92809,84,reverse
trnY-GUA gene,GroupDREPX642_Annotated_unfinished,15913,15996,84,forward
trnY-GUA gene,Contig 1,85740,85823,84,reverse
trnY-GUA gene,Contig 3,85602,85685,84,reverse
trnY-GUA gene,Contig 4,9332,9415,84,reverse
trnY-GUA gene,GroupDREPX658_Annotated_unfinished,16162,16245,84,forward
trnY-GUA gene,Consensus,22716,22799,84,forward
trnY-GUA gene,Bin_RIMV_9_2_8-contigsc0022,16195,16278,84,forward
trnY-GUA gene,Bin_ZLUT_44_2_1-contigsc0027,85714,85797,84,reverse
trnY-GUA gene,Bin_ZLUT_29_1_36-contigsc0127,15897,15980,84,forward
trnY-GUA gene,Bin_PRSC_117_75-contigsc1987,1121,1204,84,forward
trnY-GUA gene,Bin_FUNE_4_12-contigsc0035,3008,3090,83,reverse
trnY-GUA gene,Bin_RIMV_12_3_2-contigsc0034,3644,3727,84,reverse
trnY-GUA gene,GroupDREPX938_Annotated_Unfinished,91377,91460,84,forward
trnY-GUA gene,GroupDREPX938_Annotated_Unfinished,20944,21026,83,reverse
trnY-GUA gene,GroupDREPX942_Annotated_Unfinished,187560,187642,83,reverse
trnY-GUA gene,Consensus,1938,2174,237,reverse
trnY-GUA gene,Consensus,125835,125918,84,forward
trnY-GUA gene,Bin_ZURI_16_25-contigsc0208,6913,6996,84,forward
trnY-GUA gene,Bin_PIBR_42_47-contigsc0248,20525,20607,83,reverse
trnY-GUA gene,Bin_PIBR_42_47-contigsc0248,20536,20600,65,forward
trnY-GUA gene,Bin_FUNE_56_6-contigsc0004,7532,7614,83,reverse
trnY-GUA gene,Bin_FUNE_56_6-contigsc0004,7568,7614,47,forward
trnY-GUA gene,Bin_MEDD_134_5_3-contigsc0007,12529,12613,85,forward
trnY-GUA gene,Bin_ZLUT_170_6_34-contigsc0168,10189,10272,84,reverse
trnY-GUA gene,UnusedGroupDREPX106_Annotated_Unfinished,98617,98700,84,forward
trnY-GUA gene,Bin_EDVL_34_4-contigsc0983,16319,16402,84,forward
trnY-GUA gene,UnusedGroupDREPX475_Annotated_Unfinished,107278,107359,82,forward
